# BOBMOE0 stage=1 arm=dense deterministic metrics log
# arm_seed=28272 perm_seed=28372 param_total=5312000
step	lr	ce	aux	loss	gradnorm
435	4.72130390451723871e-04	1.62465441226959229e+00	0.00000000000000000e+00	1.62465441226959229e+00	5.66643297672271729e-01
436	4.66985981940784437e-04	1.61138355731964111e+00	0.00000000000000000e+00	1.61138355731964111e+00	5.78010201454162598e-01
437	4.61914547306971888e-04	1.60171091556549072e+00	0.00000000000000000e+00	1.60171091556549072e+00	5.23268282413482666e-01
438	4.56916399380263806e-04	1.59171342849731445e+00	0.00000000000000000e+00	1.59171342849731445e+00	4.72934931516647339e-01
439	4.51991846469967798e-04	1.50382578372955322e+00	0.00000000000000000e+00	1.50382578372955322e+00	4.95809078216552734e-01
440	4.47141192345703513e-04	1.59808874130249023e+00	0.00000000000000000e+00	1.59808874130249023e+00	5.33709406852722168e-01
441	4.42364736218666267e-04	1.59608983993530273e+00	0.00000000000000000e+00	1.59608983993530273e+00	5.20994007587432861e-01
442	4.37662772723169046e-04	1.45351874828338623e+00	0.00000000000000000e+00	1.45351874828338623e+00	4.86758589744567871e-01
443	4.33035591898468244e-04	1.46125292778015137e+00	0.00000000000000000e+00	1.46125292778015137e+00	4.95129108428955078e-01
444	4.28483479170873888e-04	1.64842653274536133e+00	0.00000000000000000e+00	1.64842653274536133e+00	5.69681823253631592e-01
445	4.24006715336140195e-04	1.63809704780578613e+00	0.00000000000000000e+00	1.63809704780578613e+00	5.25651037693023682e-01
446	4.19605576542148907e-04	1.60431361198425293e+00	0.00000000000000000e+00	1.60431361198425293e+00	5.25303125381469727e-01
447	4.15280334271871598e-04	1.58490121364593506e+00	0.00000000000000000e+00	1.58490121364593506e+00	5.02508580684661865e-01
448	4.11031255326625472e-04	1.55647706985473633e+00	0.00000000000000000e+00	1.55647706985473633e+00	4.84535515308380127e-01
449	4.06858601809614688e-04	1.61395251750946045e+00	0.00000000000000000e+00	1.61395251750946045e+00	5.08727014064788818e-01
450	4.02762631109762897e-04	1.54139077663421631e+00	0.00000000000000000e+00	1.54139077663421631e+00	4.98287916183471680e-01
451	3.98743595885836944e-04	1.69071590900421143e+00	0.00000000000000000e+00	1.69071590900421143e+00	5.66117346286773682e-01
452	3.94801744050860708e-04	1.68121969699859619e+00	0.00000000000000000e+00	1.68121969699859619e+00	5.28749346733093262e-01
453	3.90937318756823130e-04	1.59914982318878174e+00	0.00000000000000000e+00	1.59914982318878174e+00	4.81776803731918335e-01
454	3.87150558379679250e-04	1.57331931591033936e+00	0.00000000000000000e+00	1.57331931591033936e+00	5.35934388637542725e-01
455	3.83441696504646537e-04	1.57942402362823486e+00	0.00000000000000000e+00	1.57942402362823486e+00	5.03366291522979736e-01
456	3.79810961911795670e-04	1.67074775695800781e+00	0.00000000000000000e+00	1.67074775695800781e+00	5.23653507232666016e-01
457	3.76258578561938838e-04	1.56310093402862549e+00	0.00000000000000000e+00	1.56310093402862549e+00	5.04498898983001709e-01
458	3.72784765582813860e-04	1.67865204811096191e+00	0.00000000000000000e+00	1.67865204811096191e+00	5.34077048301696777e-01
459	3.69389737255568793e-04	1.56810867786407471e+00	0.00000000000000000e+00	1.56810867786407471e+00	4.96535778045654297e-01
460	3.66073703001542792e-04	1.72429180145263672e+00	0.00000000000000000e+00	1.72429180145263672e+00	5.27112782001495361e-01
461	3.62836867369348390e-04	1.55118608474731445e+00	0.00000000000000000e+00	1.55118608474731445e+00	4.91808921098709106e-01
462	3.59679430022254360e-04	1.55398285388946533e+00	0.00000000000000000e+00	1.55398285388946533e+00	4.97013539075851440e-01
463	3.56601585725869238e-04	1.59608983993530273e+00	0.00000000000000000e+00	1.59608983993530273e+00	4.84386444091796875e-01
464	3.53603524336126894e-04	1.56733834743499756e+00	0.00000000000000000e+00	1.56733834743499756e+00	5.14855146408081055e-01
465	3.50685430787576341e-04	1.61813187599182129e+00	0.00000000000000000e+00	1.61813187599182129e+00	5.28360128402709961e-01
466	3.47847485081972615e-04	1.61916863918304443e+00	0.00000000000000000e+00	1.61916863918304443e+00	5.13923704624176025e-01
467	3.45089862277175201e-04	1.60753250122070312e+00	0.00000000000000000e+00	1.60753250122070312e+00	5.07419705390930176e-01
468	3.42412732476348076e-04	1.57699608802795410e+00	0.00000000000000000e+00	1.57699608802795410e+00	5.01744389533996582e-01
469	3.39816260817467721e-04	1.60003316402435303e+00	0.00000000000000000e+00	1.60003316402435303e+00	5.14959812164306641e-01
470	3.37300607463136663e-04	1.53236007690429688e+00	0.00000000000000000e+00	1.53236007690429688e+00	5.26263356208801270e-01
471	3.34865927590703412e-04	1.59368443489074707e+00	0.00000000000000000e+00	1.59368443489074707e+00	5.16494691371917725e-01
472	3.32512371382690962e-04	1.60852110385894775e+00	0.00000000000000000e+00	1.60852110385894775e+00	5.25180339813232422e-01
473	3.30240084017532714e-04	1.62797081470489502e+00	0.00000000000000000e+00	1.62797081470489502e+00	5.61230719089508057e-01
474	3.28049205660616103e-04	1.49301481246948242e+00	0.00000000000000000e+00	1.49301481246948242e+00	5.12649059295654297e-01
475	3.25939871455638958e-04	1.51095902919769287e+00	0.00000000000000000e+00	1.51095902919769287e+00	5.23781716823577881e-01
476	3.23912211516270412e-04	1.54659736156463623e+00	0.00000000000000000e+00	1.54659736156463623e+00	5.87037205696105957e-01
477	3.21966350918126507e-04	1.63277137279510498e+00	0.00000000000000000e+00	1.63277137279510498e+00	5.63992083072662354e-01
478	3.20102409691055284e-04	1.57578885555267334e+00	0.00000000000000000e+00	1.57578885555267334e+00	5.57172775268554688e-01
479	3.18320502811731190e-04	1.51049411296844482e+00	0.00000000000000000e+00	1.51049411296844482e+00	4.89949613809585571e-01
480	3.16620740196564185e-04	1.56268537044525146e+00	0.00000000000000000e+00	1.56268537044525146e+00	5.67713260650634766e-01
481	3.15003226694918919e-04	1.68461406230926514e+00	0.00000000000000000e+00	1.68461406230926514e+00	5.56381165981292725e-01
482	3.13468062082647306e-04	1.56256389617919922e+00	0.00000000000000000e+00	1.56256389617919922e+00	5.33664226531982422e-01
483	3.12015341055934105e-04	1.55206489562988281e+00	0.00000000000000000e+00	1.55206489562988281e+00	5.06746113300323486e-01
484	3.10645153225455075e-04	1.65233170986175537e+00	0.00000000000000000e+00	1.65233170986175537e+00	5.07023751735687256e-01
485	3.09357583110849549e-04	1.57550168037414551e+00	0.00000000000000000e+00	1.57550168037414551e+00	5.39552986621856689e-01
486	3.08152710135507540e-04	1.61212682723999023e+00	0.00000000000000000e+00	1.61212682723999023e+00	5.29440999031066895e-01
487	3.07030608621669250e-04	1.53882491588592529e+00	0.00000000000000000e+00	1.53882491588592529e+00	5.50315737724304199e-01
488	3.05991347785842041e-04	1.58669745922088623e+00	0.00000000000000000e+00	1.58669745922088623e+00	5.29271602630615234e-01
489	3.05034991734529331e-04	1.63732111454010010e+00	0.00000000000000000e+00	1.63732111454010010e+00	6.04886591434478760e-01
490	3.04161599460277265e-04	1.63257646560668945e+00	0.00000000000000000e+00	1.63257646560668945e+00	5.40134966373443604e-01
491	3.03371224838035430e-04	1.57566130161285400e+00	0.00000000000000000e+00	1.57566130161285400e+00	5.58572292327880859e-01
492	3.02663916621833393e-04	1.71496021747589111e+00	0.00000000000000000e+00	1.71496021747589111e+00	6.67195379734039307e-01
493	3.02039718441773832e-04	1.52995204925537109e+00	0.00000000000000000e+00	1.52995204925537109e+00	5.26065826416015625e-01
494	3.01498668801340622e-04	1.62895643711090088e+00	0.00000000000000000e+00	1.62895643711090088e+00	5.51072120666503906e-01
495	3.01040801075024109e-04	1.57856321334838867e+00	0.00000000000000000e+00	1.57856321334838867e+00	5.14742791652679443e-01
496	3.00666143506262372e-04	1.56436145305633545e+00	0.00000000000000000e+00	1.56436145305633545e+00	5.45476853847503662e-01
497	3.00374719205699235e-04	1.50771200656890869e+00	0.00000000000000000e+00	1.50771200656890869e+00	5.21243453025817871e-01
498	3.00166546149758270e-04	1.63790071010589600e+00	0.00000000000000000e+00	1.63790071010589600e+00	5.09437501430511475e-01
499	3.00041637179533985e-04	1.63540220260620117e+00	0.00000000000000000e+00	1.63540220260620117e+00	5.73648631572723389e-01
500	3.00000000000000028e-04	1.64091980457305908e+00	0.00000000000000000e+00	1.64091980457305908e+00	5.56483983993530273e-01
